用户名,性别,身份证号,登录地区,登录设备,消费额
schang,男,33010520010420****,江苏,iOS,0
li08,男,46020019940305****,浙江,Android,0
luojing,男,65400019880730****,广东,iOS,49.7
jiezhong,男,35042120040521****,山东,Android,0
renxiuying,男,41172719940708****,四川,Android,49.7
fgao,女,51138119970216****,上海市,iOS,0
hding,女,34150019940213****,广东,iOS,0
sunyan,女,61043019900126****,安徽,Android,9.9
byu,男,15010019971118****,山东,iOS,0
fang82,男,33010219930514****,江苏,iOS,39.8
yuanmin,1,42088119960125****,河北,Android,188.8
guiying96,女,31011019941225****,贵州,iOS,0
ming72,男,41152219940524****,山西,iOS,0
dcao,女,51180019960724****,黑龙江,iOS,0
lianglei,男,62292319980811****,北京,iOS,119.5
jie47,0,61042520030126****,江西,Android,0
yang15,女,23122620011207****,河南,Android,0
chao35,女,32020620000221****,浙江,iOS,-
guiying90,女,13092719910103****,山东,Android,109.6
hlu,男,44080319920509****,上海,Android,29.7
yongwan,男,53332119951205****,上海市,Android,0
xiashen,男,36040219920909****,广东,iOS,0
jingren,男,52042420010607****,广东,iOS,79.3
jing32,男,21100119941214****,山东,Android,0
shaoping,0,32050419930513****,山东,iOS,29.8
jyan,女,32092120030405****,河南,Android,-
baiyang,女,32128120040802****,广东,iOS,9.9
emo,1,13070019991129****,四川,Android,49.7
fsun,男,34010319741116****,江苏,iOS,49.6
cye,女,42130019970715****,云南,iOS,0
qiang43,女,51332320040216****,吉林,iOS,-
kjia,男,45142419940411****,陕西,iOS,-
guiying15,女,36073119910218****,江西,Android,9.9
lijing,男,43122320030421****,广东,Android,29.9
qiangding,男,37081120001215****,河南,Android,199.3
zhaofang,男,35021219920614****,浙江,Android,0
yong91,女,62082619870612****,四川,Android,0
duanjing,男,42100319990126****,重庆市,Android,89.6
liangwei,男,44532119990307****,浙江,iOS,259
liulei,女,45142120050303****,四川,iOS,0
qinli,男,61072819991121****,山东,iOS,0
tianxiuying,女,21032119980830****,江苏,iOS,49.8
guojuan,男,41060220030627****,陕西,iOS,0
flu,女,14042419860803****,江苏,Android,0
chao63,女,32092120000122****,天津,Android,159.2
rmeng,女,14103119990610****,广东,iOS,0
qmo,男,42112319971003****,四川,Android,39.7
leifu,男,53082520000403****,河南,Android,119.4
baina,女,13010820001208****,江苏,iOS,-
chaocheng,女,54262519970116****,甘肃,Android,0
fangyong,女,22010019951020****,江苏,Android,0
tao01,女,13018520001106****,江苏,iOS,109.2
qinna,男,32092219940220****,上海,iOS,19.9
guiying30,男,64032420030405****,北京,iOS,0
taojiang,女,41082219961231****,河南,Android,0
weidai,女,32031120061227****,黑龙江,Android,19.8
maoyang,女,33100419920204****,北京,iOS,119.5
xiawan,女,33112419960212****,吉林,Android,29.8
wei29,男,51013219850820****,广东,iOS,0
weiqin,男,53012119930813****,上海市,iOS,49.6
mtan,男,43028119890413****,浙江,iOS,0
fxue,女,51032219980808****,湖北,iOS,0
houguiying,男,61050020010917****,四川,iOS,0
xuli,女,46903920000129****,广西,Android,199
xialin,0,32020519920615****,广西,Android,139.1
min97,女,34110219940507****,安徽,Android,9.9
minkang,女,50023019910104****,广西,Android,-
pgu,男,37140219961204****,浙江,iOS,109.6
yangliu,男,53252919760708****,江苏,iOS,99.4
chaohe,女,54222220010315****,陕西,iOS,9.9
yliang,男,45010919960110****,安徽,Android,9.9
yong26,男,53082719961214****,江苏,iOS,0
jing44,女,15253119990417****,山东,iOS,119.5
yongqiu,1,15250119990816****,浙江,iOS,0
qxiang,男,13090119961031****,四川,iOS,-
ping58,女,62080119990116****,安徽,Android,0
mcai,男,45070019981027****,黑龙江,iOS,89.6
fangzou,女,62062320010306****,上海市,iOS,39.7
songguiying,0,13112519961109****,广东,iOS,218.6
eliang,0,63272119960825****,江苏,iOS,109.6
qianguiying,男,53012520020510****,四川,Android,49.6
caiyong,女,42100220010604****,江苏,iOS,0
qiangcheng,男,33100119990410****,天津,Android,0
li12,女,15062320051124****,浙江,Android,39.6
yanxu,男,14040119740515****,上海市,Android,49.8
tduan,女,32040020010312****,陕西,Android,0
bzhang,女,37142419980125****,湖北,Android,0
qgu,女,11011620060928****,四川,iOS,9.9
mding,0,44022919971116****,云南,Android,99.7
gang79,男,15072420001119****,陕西,Android,139.1
qxiong,女,51000019980301****,福建,Android,0
leikang,0,12022320010101****,广东,iOS,29.8
lcheng,女,62122119961021****,上海,Android,99.4
ming31,男,54252119900813****,上海,Android,19.8
jie61,男,13092219990401****,广东,iOS,218.7
zmeng,女,36060119990416****,内蒙古,iOS,0
mengxiulan,0,63280119970707****,江苏,iOS,89.7
gaotao,男,62302520030619****,陕西,Android,368
yangren,0,33102319810623****,河北,Android,19.8
acui,男,45032919970511****,山东,iOS,0
dzhu,女,44130220040716****,福建,iOS,149.3
yugang,女,45102920000503****,河南,iOS,29.7
tao90,男,37132419950426****,上海,iOS,0
liuna,女,14022219890311****,山东,Android,-
jmao,女,37078619980824****,江西,Android,49.7
yong41,1,33090320020518****,浙江,iOS,0
qiangyuan,女,46903620000223****,天津,iOS,-
yan05,女,44090219910715****,四川,iOS,29.8
tangping,女,15042619920603****,广东,iOS,109.2
otan,女,54233319961020****,安徽,Android,49.6
eliao,女,15070120011021****,广东,iOS,0
qiangfan,男,64030219970124****,福建,iOS,29.8
yang06,男,37162319940706****,黑龙江,Android,906.6
huangtao,男,44060719931128****,重庆,Android,9.9
xiuyinglin,男,32028219931031****,贵州,Android,0
awu,男,41142220010116****,浙江,Android,-
mingqiu,男,64042319990405****,广西,iOS,169
fulei,女,33032719960226****,云南,Android,0
xujuan,男,52010319960215****,江西,iOS,248.5
naluo,男,42052620010725****,天津,iOS,29.7
nali,女,65310120020721****,江苏,iOS,59.7
iduan,女,51030020061018****,贵州,Android,29.7
chao02,女,51142119741026****,江苏,iOS,-
ftao,女,65010120020820****,黑龙江,iOS,-
nzhu,女,64032419960722****,吉林,Android,0
xiulanzeng,男,22030120000313****,广东,iOS,29.8
yanguiying,男,33060119971217****,河北,Android,0
zhaoqiang,0,42102219941215****,河南,Android,89.3
yliu,女,21081120040212****,河南,Android,99.4
szeng,女,61040119850726****,上海市,Android,-
xueyan,男,62042119990428****,四川,Android,-
jie96,男,53293119981228****,辽宁,Android,99.3
leixiuying,女,54262219961120****,浙江,iOS,19.8
hzhou,女,36042319970413****,安徽,Android,119.6
xuelei,女,32108120000425****,山西,Android,228.9
suping,男,13080019860218****,河南,iOS,0
lizhang,女,62050219900206****,北京,Android,0
clin,男,41041119901221****,江苏,iOS,19.9
xia92,女,14082319980827****,江苏,iOS,69.8
vlu,1,34030120051017****,湖北,iOS,0
fanxiulan,女,51118119900311****,海南,Android,0
bding,女,15062119901231****,北京市,Android,19.8
zjia,女,52260019970723****,广东,iOS,149.5
lijia,女,44128320000620****,广西,Android,0
jing31,男,32038219810403****,河南,Android,0
minwan,女,23040519860427****,浙江,iOS,0
rlai,女,41152419740626****,浙江,iOS,89.6
xhou,女,51322619970221****,江苏,iOS,89.6
nahuang,男,21060320020212****,浙江,Android,218.6
jiangyong,女,32032420061023****,湖南,iOS,0
tanjie,女,42050220000924****,江苏,iOS,0
leidai,女,15092820060726****,江西,Android,0
pingdeng,男,14021120060622****,山东,Android,-
qiangtao,1,37172220001210****,江苏,Android,0
na68,男,43050219970616****,湖北,Android,-
na87,女,14042120060604****,四川,iOS,39.8
cmo,女,12022119990901****,安徽,Android,79.8
nhan,女,50022219860220****,江苏,Android,109.2
mincheng,女,53082219990823****,河北,Android,497.2
yangzeng,女,41122419901023****,上海,Android,0
jinli,女,62070019950312****,河北,Android,9.9
hangang,女,51072619920302****,黑龙江,iOS,0
olai,男,33021219970725****,江苏,iOS,109.4
shenna,女,35072119960406****,广东,Android,19.9
vli,男,33020320001211****,黑龙江,Android,0
guiyingyao,男,64020020000901****,上海市,iOS,0
qiangzeng,男,62102319990923****,山东,iOS,89.7
ewan,女,34080219970529****,河北,iOS,29.8
ghu,女,34020320000605****,湖南,Android,-
yan98,女,14041120040404****,西藏,iOS,0
songjun,女,52272519880814****,浙江,iOS,0
taoyuan,女,34152419980107****,广西,Android,9.9
taocao,男,43062119990215****,安徽,Android,0
pingchen,女,37148119980126****,黑龙江,Android,0
minliu,男,14060320010417****,山东,Android,-
zhuming,男,33112719851231****,山东,Android,39.6
zchang,男,32010420000502****,山东,Android,0
chao00,女,42011620011126****,重庆市,Android,59.6
oguo,女,22242619840115****,湖北,iOS,49.6
jing59,女,52032919881031****,福建,Android,79.7
weizheng,男,41162719940115****,江苏,iOS,49.6
uren,女,11022820001027****,天津,Android,0
xujie,1,37130019911012****,湖南,Android,0
wanxiuying,男,31010719891016****,山东,iOS,89.6
longxiulan,男,42070120031028****,湖北,iOS,9.9
yan17,女,61072119931124****,山东,iOS,19.8
shina,女,53012819931002****,山东,Android,407.8
ping45,男,36078219980128****,辽宁,Android,9.9
ming07,男,12010719970414****,安徽,iOS,19.9
bsun,男,22020119981210****,河北,Android,0
fangyang,男,41172920031211****,山东,Android,119.6
juanmeng,男,35030020050423****,江苏,Android,49.8
jiexie,男,36010519980804****,广东,iOS,89.6
fcheng,男,41130319991218****,河南,Android,29.7
zougang,男,33100220000403****,辽宁,Android,0
ihu,女,65300119980409****,山西,iOS,0
34851,女,62090120010821****,浙江,iOS,0
songyang,男,45070219860111****,贵州,Android,258.7
chaoguo,女,41132119960723****,西藏,iOS,0
xiulangong,男,12022519860808****,福建,iOS,0
eyin,女,37030619861027****,贵州,Android,0
junlei,女,35042319980630****,湖南,Android,0
zhongxia,女,35080120051117****,上海市,iOS,-
longqiang,0,15040419960309****,湖南,Android,79.8
jingdong,女,46010819980516****,江苏,iOS,29.7
leimao,女,65212319971208****,江苏,Android,-
gangyang,女,34032119940526****,山东,Android,-
chao80,男,65010519970831****,江西,Android,9.9
ydong,女,31023020000517****,四川,iOS,-
hfu,男,21060019960907****,江苏,iOS,9.9
kcai,男,13012819960620****,山东,iOS,-
yaojie,女,15092219841130****,山东,iOS,169.1
taoqiao,女,34120119960208****,吉林,Android,288.4
taozhao,女,33108120000803****,海南,iOS,0
zhou,女,36010419910508****,广东,iOS,228.8
yanjuan,男,42110219930504****,河南,Android,0
mingdu,女,51030119961231****,广东,iOS,198.8
gang41,男,15222319741125****,广东,Android,39.8
mingshen,女,15020520011218****,吉林,Android,-
ajin,0,15092619960713****,湖北,Android,-
xiaoping,女,37052119850215****,陕西,iOS,0
jingwei,女,44162120060810****,辽宁,Android,-
guiying31,女,61052719790218****,北京,iOS,0
ozhang,女,36042320000830****,江西,Android,19.9
qdai,女,23042120011020****,重庆市,Android,29.8
xia79,男,32041219940705****,四川,Android,19.8
chaozhang,男,34180019780622****,广东,iOS,29.7
tmeng,1,15092220000123****,上海市,Android,348.4
ffan,女,44200120040526****,江西,Android,29.9
qiuxia,男,37028119870220****,湖南,Android,0
na07,男,65292719960520****,江苏,Android,0
ligang,女,36112119960416****,广西,Android,0
xia24,男,35020119860522****,山西,Android,-
qiangxiong,男,51332519910218****,上海市,iOS,149.1
zhaojing,0,13098120001117****,吉林,Android,19.9
jing76,女,45022520010613****,浙江,Android,328.2
haoyong,男,23060219990202****,江苏,iOS,9.9
ytian,女,34100220000421****,辽宁,Android,9.9
tao30,女,44158119800422****,河南,iOS,169.1
jye,女,52273019961205****,贵州,Android,109.6
gaoxiuying,0,63270019920911****,安徽,Android,0
bmao,女,32020519980825****,广东,Android,-
gang26,男,21011219960625****,山东,Android,-
xxu,男,14050119860418****,宁夏,Android,0
wyuan,女,33041119991213****,河南,iOS,89.3
yang08,女,43020119981011****,江西,Android,29.9
min13,男,51132319990818****,河南,Android,19.9
jiexiong,1,37132719980125****,四川,Android,19.8
wei25,0,52222719790809****,甘肃,iOS,9.9
tao28,男,62122720000905****,四川,Android,29.8
etao,男,36010219971125****,河南,Android,119.4
nfan,女,36032220000625****,陕西,Android,0
yxia,1,42102220050826****,山东,iOS,159.3
jing10,男,45070019910509****,江苏,Android,29.7
rkang,女,50011119970516****,江苏,iOS,89.5
guiyingtian,男,36078119880314****,江西,Android,0
zhuna,女,51013120050720****,江西,iOS,-
na59,女,22058220050228****,安徽,Android,188.9
jieli,男,61052219960527****,安徽,Android,0
ming67,女,23100120000714****,江西,Android,-
xialiao,男,14042319970721****,广西,Android,-
lei08,女,42138119960521****,陕西,iOS,0
gtan,男,36112120030904****,重庆市,iOS,89.3
jyuan,男,35082120020308****,湖南,Android,19.9
gang87,女,41092320000623****,四川,iOS,328.2
aguo,男,37170219930325****,黑龙江,Android,9.9
daijie,男,51130419980805****,海南,iOS,79.5
sutao,女,62032119980902****,山西,iOS,-
xia16,女,62112219960526****,广东,iOS,9.9
qinxiulan,男,34080220060916****,安徽,iOS,0
sduan,男,43110119821029****,浙江,Android,139.1
gxie,男,33018219910508****,天津,iOS,0
daiyong,女,14010619970908****,山东,iOS,-
taoshen,女,35042319980729****,浙江,Android,0
liangxia,女,23078120020501****,湖南,iOS,-
xiaguo,男,61102420011115****,广东,Android,0
leiyan,女,44040219980724****,江西,Android,19.9
zjin,女,61062620000831****,广西,iOS,199
yong87,男,65230019991219****,辽宁,Android,0
tangchao,女,32041120030807****,北京市,iOS,29.8
oxiong,女,33108220030709****,山东,Android,0
olu,1,41022319990920****,北京,Android,9.9
leiyu,男,31020019870131****,上海,iOS,59.6
obai,男,45010120010320****,安徽,Android,0
na49,男,34162219890419****,浙江,Android,0
fjia,女,61050020030220****,广东,iOS,19.9
juan59,男,51068119990724****,重庆,Android,0
ilong,女,45012620010311****,广东,iOS,-
fang20,0,62100119980906****,江苏,iOS,-
qiangxiao,男,52262520000728****,江苏,Android,0
vdeng,男,53072319870803****,上海市,iOS,198.8
fangxue,女,42011119990128****,北京,Android,0
jing11,女,37011319900511****,安徽,Android,29.8
longchao,男,15010120001001****,江西,Android,19.8
dengyang,女,65282319960408****,吉林,Android,39.7
xiongxia,男,50010019960704****,湖南,iOS,39.6
xiaofang,女,53262820000824****,黑龙江,iOS,159.2
laiwei,男,13042619870203****,广东,iOS,109.5
weidu,女,41172519960905****,浙江,iOS,49.6
juan28,女,15020619971130****,河南,iOS,0
wei87,女,61092519760711****,广东,Android,119.4
nayin,女,52263420010520****,湖南,iOS,109.2
clu,男,34170019970205****,贵州,Android,0
na58,女,62032120060411****,河南,iOS,0
liuli,男,23030419840926****,上海,iOS,119.5
yye,女,23010220010315****,江西,Android,89.6
guyang,女,36090219961219****,四川,Android,0
yongfang,女,21052220011101****,广西,Android,0
yanliu,男,63210019971217****,山东,iOS,9.9
yjin,女,51010419950904****,四川,iOS,-
gangqiu,男,34180019940708****,重庆市,Android,-
zhengxiuying,男,14072820040305****,北京市,iOS,-
weitao,女,54012219970605****,浙江,Android,-
fjin,男,23060619960513****,四川,iOS,-
na21,男,51012920030316****,安徽,iOS,-
juan79,女,45020219930313****,浙江,Android,0
leizhao,女,42282619891115****,浙江,Android,119.2
xiacui,男,32110019930101****,江苏,iOS,159.4
luxiulan,女,51333819781005****,广西,Android,19.8
junzhang,男,21052119960703****,浙江,Android,89.8
guiyingyuan,1,36020120010714****,江苏,Android,29.8
gang94,女,23020719990521****,江西,iOS,59.6
guiying56,女,65312119991201****,陕西,Android,19.9
ming77,女,33080019910707****,江苏,iOS,19.9
fangkong,男,36040120001129****,江苏,iOS,0
qiangmo,男,14042619800130****,北京市,iOS,-
dtao,女,21132120030415****,四川,iOS,19.9
lei67,男,42080220060615****,江苏,iOS,-
liyuan,男,33060119940805****,广东,Android,89.6
xiaochao,女,44142220010906****,重庆,iOS,0
liangyong,男,32032419960126****,云南,Android,209
oli,女,34032120011023****,江苏,iOS,89.5
xiangjie,女,62060219950212****,河北,Android,218.6
maguiying,男,50022319980921****,浙江,iOS,159
jiaxia,女,52032620030125****,广东,Android,129.5
chengjuan,女,41132719890715****,江苏,iOS,209.2
chaojin,女,44188219990123****,江西,Android,0
lliang,女,37172619940102****,河北,Android,-
xiulanguo,女,41082519920729****,黑龙江,Android,0
qianghao,男,13100119980120****,山东,Android,0
ming97,女,62040119980228****,天津,iOS,79.4
lei84,男,53030119981108****,上海市,Android,69.5
qiang07,女,45033219920511****,重庆市,Android,0
yongliu,女,43030019980111****,湖南,Android,49.7
ekang,男,44020419890515****,黑龙江,Android,29.8
pengxiuying,女,65230119940718****,河南,Android,0
hren,女,51040019970113****,福建,Android,0
ming70,女,51200220000311****,广西,Android,9.9
